time,shortwave_radiation,temperature_2m,cloud_cover
2020-06-17T01:00,0.0,28.0,99
2020-06-17T02:00,0.0,27.6,99
2020-06-17T03:00,0.0,27.2,100
2020-06-17T04:00,0.0,27.0,100
2020-06-17T05:00,0.0,27.2,99
2020-06-17T06:00,12.0,27.7,99
2020-06-17T07:00,86.0,28.4,100
2020-06-17T08:00,215.0,29.3,100
2020-06-17T09:00,113.0,29.0,100
2020-06-17T10:00,268.0,30.2,100
2020-06-17T11:00,350.0,31.6,100
2020-06-17T12:00,564.0,33.5,100
2020-06-17T13:00,432.0,33.9,100
2020-06-17T14:00,564.0,34.4,100
2020-06-17T15:00,238.0,32.4,100
2020-06-17T16:00,187.0,32.6,100
2020-06-17T17:00,188.0,32.4,100
2020-06-17T18:00,64.0,31.3,98
2020-06-17T19:00,1.0,30.1,91
2020-06-17T20:00,0.0,29.6,94
2020-06-17T21:00,0.0,29.1,100
2020-06-17T22:00,0.0,28.9,100
2020-06-17T23:00,0.0,28.1,91
